Sr No.,State,Sightseeing Place,Hotel Name,Budget,Check-in Date,Check-out Date,Ratings
831,Karnataka,Mysore Palace,Luxury Stay KAR,2580,2025-10-25,2025-10-26,3.8
832,Karnataka,Mysore Palace,Heritage Hotel KAR,1420,2025-07-16,2025-07-20,4.1
833,Karnataka,Mysore Palace,Grand Palace KAR,5973,2026-01-29,2026-01-30,4.3
834,Karnataka,Mysore Palace,Heritage Hotel KAR,8282,2025-06-24,2025-06-29,3.2
835,Karnataka,Mysore Palace,Luxury Stay KAR,9151,2025-08-31,2025-09-07,4.0
836,Karnataka,Mysore Palace,Heritage Hotel KAR,1059,2026-01-31,2026-02-04,3.4
837,Karnataka,Mysore Palace,Elite Residency KAR,9676,2025-12-20,2025-12-23,4.3
838,Karnataka,Mysore Palace,Luxury Stay KAR,5832,2025-07-03,2025-07-04,4.5
839,Karnataka,Mysore Palace,Luxury Stay KAR,9823,2025-10-25,2025-10-31,4.7
840,Karnataka,Mysore Palace,Royal Inn KAR,1349,2025-07-16,2025-07-21,5.0
841,Karnataka,Hampi,Grand Palace KAR,4207,2025-10-30,2025-10-31,4.3
842,Karnataka,Hampi,Luxury Stay KAR,2055,2025-07-20,2025-07-25,4.6
843,Karnataka,Hampi,Elite Residency KAR,6608,2025-10-10,2025-10-16,3.5
844,Karnataka,Hampi,Heritage Hotel KAR,8499,2025-06-21,2025-06-27,3.1
845,Karnataka,Hampi,Elite Residency KAR,4514,2025-08-18,2025-08-24,3.7
846,Karnataka,Hampi,Grand Palace KAR,1948,2026-03-23,2026-03-28,4.4
847,Karnataka,Hampi,Elite Residency KAR,5311,2025-05-02,2025-05-04,3.5
848,Karnataka,Hampi,Heritage Hotel KAR,2124,2025-09-23,2025-09-24,4.7
849,Karnataka,Hampi,Grand Palace KAR,5743,2025-06-22,2025-06-24,3.9
850,Karnataka,Hampi,Elite Residency KAR,3739,2025-12-22,2025-12-27,4.0
851,Karnataka,Hampi,Heritage Hotel KAR,5922,2026-03-05,2026-03-12,3.9
852,Karnataka,Hampi,Royal Inn KAR,6210,2025-11-19,2025-11-26,4.4
853,Karnataka,Hampi,Royal Inn KAR,5091,2025-11-12,2025-11-16,4.0
854,Karnataka,Hampi,Luxury Stay KAR,1253,2025-11-07,2025-11-13,4.4
855,Karnataka,Hampi,Elite Residency KAR,4827,2025-08-14,2025-08-21,3.2
856,Karnataka,Hampi,Grand Palace KAR,9406,2025-12-11,2025-12-13,3.2
857,Karnataka,Hampi,Elite Residency KAR,1296,2025-06-09,2025-06-14,4.0
858,Karnataka,Hampi,Luxury Stay KAR,7724,2025-12-07,2025-12-10,3.1
859,Karnataka,Hampi,Royal Inn KAR,7021,2025-08-30,2025-08-31,4.8
860,Karnataka,Hampi,Royal Inn KAR,7592,2025-08-09,2025-08-12,4.8
861,Karnataka,Hampi,Luxury Stay KAR,3007,2025-12-18,2025-12-21,3.8
862,Karnataka,Hampi,Royal Inn KAR,2073,2026-02-25,2026-03-02,3.7
863,Karnataka,Hampi,Royal Inn KAR,7619,2025-08-30,2025-09-03,3.4
864,Karnataka,Hampi,Elite Residency KAR,7158,2025-11-07,2025-11-08,4.2
865,Karnataka,Hampi,Grand Palace KAR,3409,2026-02-22,2026-02-25,4.1
866,Karnataka,Hampi,Elite Residency KAR,7770,2025-04-18,2025-04-24,3.4
867,Karnataka,Hampi,Grand Palace KAR,3918,2025-08-24,2025-08-31,4.8
868,Karnataka,Hampi,Elite Residency KAR,9191,2025-07-11,2025-07-18,3.3
869,Karnataka,Hampi,Heritage Hotel KAR,3533,2025-07-14,2025-07-19,4.1
870,Karnataka,Hampi,Grand Palace KAR,7342,2025-08-06,2025-08-08,3.1
871,Karnataka,Hampi,Luxury Stay KAR,2578,2025-08-20,2025-08-21,3.1
872,Karnataka,Hampi,Luxury Stay KAR,4096,2026-01-12,2026-01-14,3.2
873,Karnataka,Hampi,Luxury Stay KAR,3844,2025-08-23,2025-08-29,3.2
874,Karnataka,Hampi,Grand Palace KAR,5269,2025-12-09,2025-12-12,4.9
875,Karnataka,Hampi,Heritage Hotel KAR,3946,2025-06-18,2025-06-25,3.8
876,Karnataka,Hampi,Royal Inn KAR,3644,2025-10-25,2025-10-26,4.0
877,Karnataka,Hampi,Royal Inn KAR,4096,2025-05-25,2025-05-30,4.7
878,Karnataka,Hampi,Elite Residency KAR,6238,2025-07-16,2025-07-23,3.2
879,Karnataka,Hampi,Elite Residency KAR,1000,2025-05-02,2025-05-07,4.0
880,Karnataka,Hampi,Luxury Stay KAR,7429,2026-01-31,2026-02-02,3.8
881,Kerala,Alleppey Backwaters,Grand Palace KER,3107,2025-07-07,2025-07-10,3.5
882,Kerala,Alleppey Backwaters,Elite Residency KER,8278,2025-09-02,2025-09-04,3.7
883,Kerala,Alleppey Backwaters,Heritage Hotel KER,1771,2025-11-29,2025-12-03,3.5
884,Kerala,Alleppey Backwaters,Grand Palace KER,1279,2026-03-27,2026-03-31,3.2
885,Kerala,Alleppey Backwaters,Grand Palace KER,2055,2025-12-27,2026-01-02,4.9
886,Kerala,Alleppey Backwaters,Grand Palace KER,2012,2026-02-04,2026-02-11,4.0
887,Kerala,Alleppey Backwaters,Elite Residency KER,5383,2025-09-13,2025-09-15,4.1
888,Kerala,Alleppey Backwaters,Luxury Stay KER,7966,2025-11-23,2025-11-28,4.3
889,Kerala,Alleppey Backwaters,Elite Residency KER,1931,2025-11-08,2025-11-11,4.6
890,Kerala,Alleppey Backwaters,Royal Inn KER,8358,2026-02-28,2026-03-01,4.3
891,Kerala,Alleppey Backwaters,Elite Residency KER,6154,2025-04-30,2025-05-03,4.2
892,Kerala,Alleppey Backwaters,Heritage Hotel KER,2277,2025-07-13,2025-07-15,4.5
893,Kerala,Alleppey Backwaters,Royal Inn KER,8871,2026-02-15,2026-02-22,3.2
894,Kerala,Alleppey Backwaters,Elite Residency KER,4134,2025-05-12,2025-05-18,4.9
895,Kerala,Alleppey Backwaters,Elite Residency KER,7868,2026-01-09,2026-01-11,3.6
896,Kerala,Alleppey Backwaters,Heritage Hotel KER,9375,2025-11-13,2025-11-15,3.0
897,Kerala,Alleppey Backwaters,Royal Inn KER,8007,2025-11-16,2025-11-22,4.6
898,Kerala,Alleppey Backwaters,Grand Palace KER,3698,2025-12-29,2026-01-03,3.7
899,Kerala,Alleppey Backwaters,Luxury Stay KER,9154,2026-01-13,2026-01-20,3.4
900,Kerala,Alleppey Backwaters,Grand Palace KER,2393,2026-02-25,2026-02-26,4.3
901,Kerala,Alleppey Backwaters,Royal Inn KER,1913,2025-10-19,2025-10-21,3.5
902,Kerala,Alleppey Backwaters,Royal Inn KER,5392,2025-05-05,2025-05-08,3.2
903,Kerala,Alleppey Backwaters,Elite Residency KER,9558,2026-03-23,2026-03-28,4.8
904,Kerala,Alleppey Backwaters,Elite Residency KER,9605,2025-06-24,2025-06-27,4.6
905,Kerala,Alleppey Backwaters,Royal Inn KER,4722,2026-01-12,2026-01-17,3.2
906,Kerala,Alleppey Backwaters,Grand Palace KER,7034,2026-02-24,2026-02-25,4.1
907,Kerala,Alleppey Backwaters,Grand Palace KER,8464,2025-10-15,2025-10-21,3.6
908,Kerala,Alleppey Backwaters,Elite Residency KER,8859,2025-04-06,2025-04-12,3.8
909,Kerala,Alleppey Backwaters,Grand Palace KER,7172,2025-11-17,2025-11-23,4.5
910,Kerala,Alleppey Backwaters,Royal Inn KER,5988,2025-04-18,2025-04-22,3.1
911,Kerala,Alleppey Backwaters,Royal Inn KER,2133,2025-04-04,2025-04-08,4.9
912,Kerala,Alleppey Backwaters,Heritage Hotel KER,9196,2025-03-30,2025-04-01,3.7
913,Kerala,Alleppey Backwaters,Elite Residency KER,5444,2025-07-13,2025-07-17,4.1
914,Kerala,Alleppey Backwaters,Heritage Hotel KER,3060,2026-02-16,2026-02-19,4.4
915,Kerala,Alleppey Backwaters,Grand Palace KER,2313,2025-11-30,2025-12-01,4.2
916,Kerala,Alleppey Backwaters,Elite Residency KER,3937,2025-08-24,2025-08-26,4.3
917,Kerala,Alleppey Backwaters,Heritage Hotel KER,2720,2025-12-11,2025-12-15,3.2
918,Kerala,Alleppey Backwaters,Grand Palace KER,5920,2026-01-06,2026-01-09,3.8
919,Kerala,Alleppey Backwaters,Heritage Hotel KER,1979,2025-12-20,2025-12-27,3.3
920,Kerala,Alleppey Backwaters,Royal Inn KER,2661,2025-09-12,2025-09-14,3.0
921,Kerala,Munnar Tea Gardens,Heritage Hotel KER,8076,2025-11-12,2025-11-15,3.3
922,Kerala,Munnar Tea Gardens,Grand Palace KER,9083,2025-09-05,2025-09-12,4.8
923,Kerala,Munnar Tea Gardens,Elite Residency KER,1901,2026-03-05,2026-03-06,4.3
924,Kerala,Munnar Tea Gardens,Royal Inn KER,2586,2026-02-15,2026-02-19,4.4
925,Kerala,Munnar Tea Gardens,Elite Residency KER,3389,2025-10-05,2025-10-11,4.6
926,Kerala,Munnar Tea Gardens,Luxury Stay KER,5275,2025-04-21,2025-04-28,3.5
927,Kerala,Munnar Tea Gardens,Heritage Hotel KER,9552,2025-07-11,2025-07-13,3.8
928,Kerala,Munnar Tea Gardens,Royal Inn KER,5286,2025-06-20,2025-06-23,4.8
929,Kerala,Munnar Tea Gardens,Elite Residency KER,2746,2026-02-03,2026-02-05,3.4
930,Kerala,Munnar Tea Gardens,Elite Residency KER,3799,2025-03-30,2025-03-31,4.8
931,Kerala,Munnar Tea Gardens,Luxury Stay KER,1494,2025-06-25,2025-07-02,4.4
932,Kerala,Munnar Tea Gardens,Luxury Stay KER,1388,2025-11-06,2025-11-13,4.6
933,Kerala,Munnar Tea Gardens,Grand Palace KER,9138,2025-11-26,2025-12-03,4.4
934,Kerala,Munnar Tea Gardens,Heritage Hotel KER,4013,2026-01-05,2026-01-09,4.0
935,Kerala,Munnar Tea Gardens,Luxury Stay KER,1477,2025-07-12,2025-07-13,3.9
936,Kerala,Munnar Tea Gardens,Grand Palace KER,3979,2025-11-08,2025-11-12,4.4
937,Kerala,Munnar Tea Gardens,Elite Residency KER,8691,2025-05-12,2025-05-18,3.3
938,Kerala,Munnar Tea Gardens,Grand Palace KER,4374,2025-04-19,2025-04-23,4.2
939,Kerala,Munnar Tea Gardens,Royal Inn KER,8165,2025-04-07,2025-04-13,3.1
940,Kerala,Munnar Tea Gardens,Heritage Hotel KER,1913,2025-05-18,2025-05-24,3.1
941,Kerala,Munnar Tea Gardens,Grand Palace KER,5202,2025-10-22,2025-10-23,4.0
942,Kerala,Munnar Tea Gardens,Grand Palace KER,5068,2025-12-22,2025-12-27,4.1
943,Kerala,Munnar Tea Gardens,Luxury Stay KER,3636,2026-01-04,2026-01-08,3.5
944,Kerala,Munnar Tea Gardens,Heritage Hotel KER,3972,2025-06-03,2025-06-10,3.4
945,Kerala,Munnar Tea Gardens,Elite Residency KER,5252,2025-07-26,2025-08-01,4.4
946,Kerala,Munnar Tea Gardens,Luxury Stay KER,1926,2025-05-11,2025-05-18,4.0
947,Kerala,Munnar Tea Gardens,Luxury Stay KER,3394,2025-07-01,2025-07-02,4.6
948,Kerala,Munnar Tea Gardens,Luxury Stay KER,3319,2026-02-25,2026-02-28,3.6
949,Kerala,Munnar Tea Gardens,Heritage Hotel KER,5873,2026-01-09,2026-01-10,4.0
950,Kerala,Munnar Tea Gardens,Heritage Hotel KER,9092,2025-06-11,2025-06-17,4.9
951,Kerala,Munnar Tea Gardens,Royal Inn KER,8067,2025-04-08,2025-04-11,3.5
952,Kerala,Munnar Tea Gardens,Royal Inn KER,3273,2026-01-26,2026-02-01,3.7
953,Kerala,Munnar Tea Gardens,Royal Inn KER,4503,2026-02-22,2026-02-28,4.1
954,Kerala,Munnar Tea Gardens,Royal Inn KER,5795,2025-06-01,2025-06-08,4.7
955,Kerala,Munnar Tea Gardens,Elite Residency KER,7533,2025-09-25,2025-09-28,4.1
956,Kerala,Munnar Tea Gardens,Grand Palace KER,9771,2025-11-29,2025-12-05,4.5
957,Kerala,Munnar Tea Gardens,Royal Inn KER,3512,2025-09-30,2025-10-01,3.8
958,Kerala,Munnar Tea Gardens,Luxury Stay KER,7257,2026-02-22,2026-02-28,4.2
959,Kerala,Munnar Tea Gardens,Royal Inn KER,2102,2026-02-13,2026-02-20,3.7
960,Kerala,Munnar Tea Gardens,Luxury Stay KER,2148,2026-01-09,2026-01-10,3.3
961,Madhya Pradesh,Khajuraho Temples,Grand Palace MAD,3293,2025-12-11,2025-12-13,3.8
962,Madhya Pradesh,Khajuraho Temples,Grand Palace MAD,4419,2025-07-07,2025-07-13,3.2
963,Madhya Pradesh,Khajuraho Temples,Heritage Hotel MAD,4025,2025-09-01,2025-09-03,4.6
964,Madhya Pradesh,Khajuraho Temples,Elite Residency MAD,1282,2026-03-11,2026-03-15,4.6
965,Madhya Pradesh,Khajuraho Temples,Royal Inn MAD,1061,2025-12-31,2026-01-06,4.2
966,Madhya Pradesh,Khajuraho Temples,Royal Inn MAD,3580,2025-11-02,2025-11-08,4.7
967,Madhya Pradesh,Khajuraho Temples,Luxury Stay MAD,5803,2025-06-11,2025-06-18,3.4
968,Madhya Pradesh,Khajuraho Temples,Grand Palace MAD,6910,2026-01-27,2026-01-28,3.3
969,Madhya Pradesh,Khajuraho Temples,Elite Residency MAD,1425,2026-02-04,2026-02-06,4.4
970,Madhya Pradesh,Khajuraho Temples,Grand Palace MAD,1793,2025-12-02,2025-12-06,3.2
971,Madhya Pradesh,Khajuraho Temples,Elite Residency MAD,9882,2025-04-19,2025-04-20,4.7
972,Madhya Pradesh,Khajuraho Temples,Heritage Hotel MAD,6908,2026-02-07,2026-02-14,3.2
973,Madhya Pradesh,Khajuraho Temples,Royal Inn MAD,1027,2026-02-03,2026-02-05,4.4
974,Madhya Pradesh,Khajuraho Temples,Heritage Hotel MAD,2300,2025-12-31,2026-01-04,3.7
975,Madhya Pradesh,Khajuraho Temples,Heritage Hotel MAD,6599,2026-01-07,2026-01-11,4.1
976,Madhya Pradesh,Khajuraho Temples,Heritage Hotel MAD,6000,2026-03-14,2026-03-17,4.5
977,Madhya Pradesh,Khajuraho Temples,Luxury Stay MAD,4934,2025-07-24,2025-07-25,3.0
978,Madhya Pradesh,Khajuraho Temples,Grand Palace MAD,6713,2025-07-02,2025-07-06,3.3
979,Madhya Pradesh,Khajuraho Temples,Elite Residency MAD,2038,2025-07-02,2025-07-04,5.0
980,Madhya Pradesh,Khajuraho Temples,Heritage Hotel MAD,2699,2025-07-12,2025-07-15,4.3
981,Madhya Pradesh,Khajuraho Temples,Elite Residency MAD,4070,2026-03-27,2026-03-30,4.3
982,Madhya Pradesh,Khajuraho Temples,Luxury Stay MAD,8927,2025-12-23,2025-12-29,3.4
983,Madhya Pradesh,Khajuraho Temples,Grand Palace MAD,4132,2026-02-20,2026-02-27,3.6
984,Madhya Pradesh,Khajuraho Temples,Grand Palace MAD,6401,2025-04-25,2025-04-27,4.3
985,Madhya Pradesh,Khajuraho Temples,Grand Palace MAD,2097,2025-10-03,2025-10-10,4.5
986,Madhya Pradesh,Khajuraho Temples,Grand Palace MAD,6681,2026-01-30,2026-01-31,4.7
987,Madhya Pradesh,Khajuraho Temples,Luxury Stay MAD,2130,2026-01-20,2026-01-27,3.8
988,Madhya Pradesh,Khajuraho Temples,Heritage Hotel MAD,6212,2025-12-20,2025-12-21,4.5
989,Madhya Pradesh,Khajuraho Temples,Heritage Hotel MAD,2542,2025-12-04,2025-12-11,3.4
990,Madhya Pradesh,Khajuraho Temples,Heritage Hotel MAD,5348,2025-10-04,2025-10-09,4.6
991,Madhya Pradesh,Khajuraho Temples,Grand Palace MAD,8600,2026-01-14,2026-01-16,4.8
992,Madhya Pradesh,Khajuraho Temples,Grand Palace MAD,3320,2025-11-26,2025-11-28,3.9
993,Madhya Pradesh,Khajuraho Temples,Grand Palace MAD,6636,2025-11-03,2025-11-06,3.2
994,Madhya Pradesh,Khajuraho Temples,Royal Inn MAD,1764,2025-12-03,2025-12-09,4.6
995,Madhya Pradesh,Khajuraho Temples,Grand Palace MAD,6745,2026-03-19,2026-03-20,3.7
996,Madhya Pradesh,Khajuraho Temples,Heritage Hotel MAD,3360,2026-01-30,2026-02-02,3.1
997,Madhya Pradesh,Khajuraho Temples,Luxury Stay MAD,8860,2025-04-13,2025-04-14,4.9
998,Madhya Pradesh,Khajuraho Temples,Luxury Stay MAD,7058,2025-09-17,2025-09-18,3.7
999,Madhya Pradesh,Khajuraho Temples,Luxury Stay MAD,6442,2025-10-09,2025-10-12,3.6
1000,Madhya Pradesh,Khajuraho Temples,Heritage Hotel MAD,3544,2026-01-23,2026-01-28,3.6
1001,Madhya Pradesh,Sanchi Stupa,Royal Inn MAD,9809,2025-07-17,2025-07-21,3.3
1002,Madhya Pradesh,Sanchi Stupa,Grand Palace MAD,4456,2026-02-14,2026-02-17,4.1
1003,Madhya Pradesh,Sanchi Stupa,Royal Inn MAD,7768,2025-08-30,2025-09-06,3.8
1004,Madhya Pradesh,Sanchi Stupa,Elite Residency MAD,8099,2025-08-24,2025-08-26,4.6
1005,Madhya Pradesh,Sanchi Stupa,Luxury Stay MAD,5022,2025-03-30,2025-04-04,3.5
1006,Madhya Pradesh,Sanchi Stupa,Heritage Hotel MAD,5476,2026-01-24,2026-01-27,3.0
1007,Madhya Pradesh,Sanchi Stupa,Royal Inn MAD,1706,2025-08-15,2025-08-17,4.3
1008,Madhya Pradesh,Sanchi Stupa,Grand Palace MAD,2638,2026-03-13,2026-03-20,3.7
1009,Madhya Pradesh,Sanchi Stupa,Royal Inn MAD,8544,2026-03-13,2026-03-20,3.9
1010,Madhya Pradesh,Sanchi Stupa,Grand Palace MAD,4564,2026-03-24,2026-03-26,3.1
1011,Madhya Pradesh,Sanchi Stupa,Heritage Hotel MAD,2130,2025-09-10,2025-09-14,4.5
1012,Madhya Pradesh,Sanchi Stupa,Heritage Hotel MAD,2570,2025-04-03,2025-04-08,4.3
1013,Madhya Pradesh,Sanchi Stupa,Elite Residency MAD,9763,2025-10-05,2025-10-06,3.6
1014,Madhya Pradesh,Sanchi Stupa,Luxury Stay MAD,7973,2025-05-29,2025-05-30,3.4
1015,Madhya Pradesh,Sanchi Stupa,Grand Palace MAD,3436,2025-08-22,2025-08-29,3.4
1016,Madhya Pradesh,Sanchi Stupa,Heritage Hotel MAD,2716,2025-05-02,2025-05-06,3.3
1017,Madhya Pradesh,Sanchi Stupa,Royal Inn MAD,6512,2026-01-28,2026-01-30,3.4
1018,Madhya Pradesh,Sanchi Stupa,Heritage Hotel MAD,6492,2025-04-05,2025-04-07,4.6
1019,Madhya Pradesh,Sanchi Stupa,Royal Inn MAD,5390,2026-03-03,2026-03-06,3.7
1020,Madhya Pradesh,Sanchi Stupa,Royal Inn MAD,2390,2025-12-12,2025-12-19,3.2
1021,Madhya Pradesh,Sanchi Stupa,Grand Palace MAD,1562,2025-07-03,2025-07-10,3.4
1022,Madhya Pradesh,Sanchi Stupa,Elite Residency MAD,2926,2025-06-15,2025-06-18,4.2
1023,Madhya Pradesh,Sanchi Stupa,Grand Palace MAD,6519,2025-10-22,2025-10-29,4.7
1024,Madhya Pradesh,Sanchi Stupa,Luxury Stay MAD,4445,2025-03-31,2025-04-01,3.9
1025,Madhya Pradesh,Sanchi Stupa,Heritage Hotel MAD,7872,2025-05-26,2025-06-02,4.6
1026,Madhya Pradesh,Sanchi Stupa,Elite Residency MAD,3557,2025-07-19,2025-07-22,3.5
1027,Madhya Pradesh,Sanchi Stupa,Royal Inn MAD,4945,2025-04-17,2025-04-20,4.5
1028,Madhya Pradesh,Sanchi Stupa,Royal Inn MAD,1215,2025-08-05,2025-08-08,4.1
1029,Madhya Pradesh,Sanchi Stupa,Elite Residency MAD,2677,2025-10-05,2025-10-11,4.0
1030,Madhya Pradesh,Sanchi Stupa,Heritage Hotel MAD,7346,2025-07-26,2025-08-01,4.1
1031,Madhya Pradesh,Sanchi Stupa,Grand Palace MAD,2569,2025-07-13,2025-07-17,3.1
1032,Madhya Pradesh,Sanchi Stupa,Heritage Hotel MAD,5498,2025-04-25,2025-04-26,4.5
1033,Madhya Pradesh,Sanchi Stupa,Luxury Stay MAD,7021,2025-08-23,2025-08-30,4.3
1034,Madhya Pradesh,Sanchi Stupa,Elite Residency MAD,1104,2025-12-31,2026-01-06,4.8
1035,Madhya Pradesh,Sanchi Stupa,Elite Residency MAD,6175,2025-12-17,2025-12-23,3.7
1036,Madhya Pradesh,Sanchi Stupa,Royal Inn MAD,8197,2025-05-02,2025-05-03,4.8
1037,Madhya Pradesh,Sanchi Stupa,Grand Palace MAD,5317,2025-09-28,2025-10-03,4.6
1038,Madhya Pradesh,Sanchi Stupa,Elite Residency MAD,4648,2026-02-07,2026-02-10,4.1
1039,Madhya Pradesh,Sanchi Stupa,Luxury Stay MAD,1921,2026-02-02,2026-02-06,4.8
1040,Madhya Pradesh,Sanchi Stupa,Luxury Stay MAD,1398,2025-09-30,2025-10-02,3.5
1041,Maharashtra,Gateway of India,Heritage Hotel MAH,4006,2025-04-19,2025-04-21,4.0
1042,Maharashtra,Gateway of India,Grand Palace MAH,6981,2026-03-28,2026-04-01,3.6
1043,Maharashtra,Gateway of India,Heritage Hotel MAH,8124,2025-11-20,2025-11-23,3.2
1044,Maharashtra,Gateway of India,Royal Inn MAH,6700,2025-05-09,2025-05-10,4.2
1045,Maharashtra,Gateway of India,Royal Inn MAH,3156,2026-03-21,2026-03-26,4.5
1046,Maharashtra,Gateway of India,Heritage Hotel MAH,3202,2025-05-14,2025-05-17,4.5
1047,Maharashtra,Gateway of India,Heritage Hotel MAH,5325,2025-03-30,2025-04-02,4.9
1048,Maharashtra,Gateway of India,Royal Inn MAH,3225,2025-11-23,2025-11-29,4.2
1049,Maharashtra,Gateway of India,Grand Palace MAH,1214,2025-06-21,2025-06-22,4.7
1050,Maharashtra,Gateway of India,Grand Palace MAH,3285,2025-12-27,2025-12-28,4.8
1051,Maharashtra,Gateway of India,Royal Inn MAH,4467,2026-02-06,2026-02-08,3.7
1052,Maharashtra,Gateway of India,Luxury Stay MAH,3080,2026-03-12,2026-03-18,4.3
1053,Maharashtra,Gateway of India,Royal Inn MAH,3298,2025-10-23,2025-10-29,3.5
1054,Maharashtra,Gateway of India,Elite Residency MAH,3076,2025-12-27,2026-01-02,4.5
1055,Maharashtra,Gateway of India,Royal Inn MAH,2310,2025-11-21,2025-11-25,3.0
1056,Maharashtra,Gateway of India,Royal Inn MAH,1203,2025-06-04,2025-06-06,4.8
1057,Maharashtra,Gateway of India,Elite Residency MAH,2860,2026-02-09,2026-02-16,4.5
1058,Maharashtra,Gateway of India,Grand Palace MAH,2510,2025-12-02,2025-12-05,4.5
1059,Maharashtra,Gateway of India,Grand Palace MAH,5094,2026-02-20,2026-02-22,3.2
1060,Maharashtra,Gateway of India,Luxury Stay MAH,5376,2025-09-29,2025-10-03,4.5
1061,Maharashtra,Gateway of India,Elite Residency MAH,9074,2025-06-27,2025-07-01,3.6
1062,Maharashtra,Gateway of India,Royal Inn MAH,8959,2026-02-28,2026-03-05,3.8
1063,Maharashtra,Gateway of India,Luxury Stay MAH,6568,2025-04-10,2025-04-12,4.2
1064,Maharashtra,Gateway of India,Grand Palace MAH,4278,2026-03-18,2026-03-19,3.9
1065,Maharashtra,Gateway of India,Elite Residency MAH,2939,2025-09-22,2025-09-28,4.2
1066,Maharashtra,Gateway of India,Elite Residency MAH,3419,2025-05-17,2025-05-24,4.8
1067,Maharashtra,Gateway of India,Heritage Hotel MAH,5330,2026-01-21,2026-01-23,4.8
1068,Maharashtra,Gateway of India,Luxury Stay MAH,5492,2025-08-19,2025-08-23,4.0
1069,Maharashtra,Gateway of India,Luxury Stay MAH,1525,2025-04-24,2025-04-30,4.1
1070,Maharashtra,Gateway of India,Grand Palace MAH,1359,2025-12-19,2025-12-24,3.7
1071,Maharashtra,Gateway of India,Elite Residency MAH,2140,2026-03-12,2026-03-17,3.7
1072,Maharashtra,Gateway of India,Heritage Hotel MAH,1429,2025-07-20,2025-07-26,4.6
1073,Maharashtra,Gateway of India,Heritage Hotel MAH,9689,2026-03-18,2026-03-25,4.0
1074,Maharashtra,Gateway of India,Elite Residency MAH,2187,2025-08-07,2025-08-08,4.3
1075,Maharashtra,Gateway of India,Royal Inn MAH,6646,2025-10-22,2025-10-23,3.4
1076,Maharashtra,Gateway of India,Elite Residency MAH,7013,2025-05-13,2025-05-16,3.2
1077,Maharashtra,Gateway of India,Heritage Hotel MAH,4187,2025-08-20,2025-08-22,3.5
1078,Maharashtra,Gateway of India,Luxury Stay MAH,5698,2025-11-10,2025-11-11,4.9
1079,Maharashtra,Gateway of India,Elite Residency MAH,1553,2025-07-02,2025-07-04,3.0
1080,Maharashtra,Gateway of India,Grand Palace MAH,8722,2025-06-06,2025-06-10,3.7
1081,Maharashtra,Ajanta Caves,Grand Palace MAH,4349,2025-08-07,2025-08-11,3.1
1082,Maharashtra,Ajanta Caves,Heritage Hotel MAH,8304,2025-04-15,2025-04-17,3.1
1083,Maharashtra,Ajanta Caves,Royal Inn MAH,6465,2025-04-03,2025-04-07,4.7
1084,Maharashtra,Ajanta Caves,Royal Inn MAH,5769,2025-09-16,2025-09-18,3.7
1085,Maharashtra,Ajanta Caves,Royal Inn MAH,7880,2026-01-30,2026-02-01,4.7
1086,Maharashtra,Ajanta Caves,Elite Residency MAH,5873,2026-02-06,2026-02-09,3.4
1087,Maharashtra,Ajanta Caves,Grand Palace MAH,8036,2025-07-20,2025-07-22,4.0
1088,Maharashtra,Ajanta Caves,Royal Inn MAH,2081,2025-04-03,2025-04-08,4.7
1089,Maharashtra,Ajanta Caves,Grand Palace MAH,8377,2025-10-31,2025-11-04,3.2
1090,Maharashtra,Ajanta Caves,Royal Inn MAH,8546,2025-03-30,2025-03-31,4.4
1091,Maharashtra,Ajanta Caves,Heritage Hotel MAH,9868,2025-04-05,2025-04-12,3.6
1092,Maharashtra,Ajanta Caves,Elite Residency MAH,3701,2026-03-11,2026-03-17,4.6
1093,Maharashtra,Ajanta Caves,Royal Inn MAH,3121,2025-11-18,2025-11-19,3.1
1094,Maharashtra,Ajanta Caves,Heritage Hotel MAH,6650,2025-08-16,2025-08-21,4.9
1095,Maharashtra,Ajanta Caves,Luxury Stay MAH,1139,2026-03-12,2026-03-14,4.9
1096,Maharashtra,Ajanta Caves,Elite Residency MAH,5415,2025-03-30,2025-04-01,4.9
1097,Maharashtra,Ajanta Caves,Elite Residency MAH,7730,2025-07-31,2025-08-04,4.3
1098,Maharashtra,Ajanta Caves,Luxury Stay MAH,6003,2025-06-27,2025-07-02,4.1
1099,Maharashtra,Ajanta Caves,Grand Palace MAH,9240,2026-01-16,2026-01-20,3.7
1100,Maharashtra,Ajanta Caves,Grand Palace MAH,4481,2026-02-22,2026-02-26,3.5
1101,Maharashtra,Ajanta Caves,Elite Residency MAH,1516,2025-11-14,2025-11-19,4.6
1102,Maharashtra,Ajanta Caves,Luxury Stay MAH,7871,2025-04-23,2025-04-24,3.4
1103,Maharashtra,Ajanta Caves,Grand Palace MAH,8559,2025-07-15,2025-07-22,5.0
1104,Maharashtra,Ajanta Caves,Elite Residency MAH,3725,2025-05-26,2025-05-30,4.9
1105,Maharashtra,Ajanta Caves,Royal Inn MAH,5288,2025-04-04,2025-04-10,5.0
1106,Maharashtra,Ajanta Caves,Heritage Hotel MAH,9602,2025-12-02,2025-12-04,3.3
1107,Maharashtra,Ajanta Caves,Elite Residency MAH,6742,2025-12-20,2025-12-23,4.7
1108,Maharashtra,Ajanta Caves,Royal Inn MAH,9794,2026-03-14,2026-03-17,3.4
1109,Maharashtra,Ajanta Caves,Royal Inn MAH,9833,2025-09-16,2025-09-23,4.3
